id,vehicle_brand,vehicle_age_years,mileage_km,engine_hours,last_service_km_ago,oil_quality_pct,avg_trip_length_km,weather_exposure,fuel_type,cleanliness_score,driver_satisfaction_score,tyre_type,breakdown_next_30_days
735,Toyota,19.0,9050.9861207076,,9289.181708825998,74.2810832897302,12.247637179426349,high,hybrid,,7.87698838049501,summer,0
1163,BMW,1.0,269508.0543525332,9556.27207208913,2367.4288660720185,57.2569887750453,6.544372068447794,high,diesel,62.71967595552117,7.101576035746077,winter,0
1119,Toyota,3.0,198789038.49736124,6459.2305382632085,8036.248124423491,88.23021398353616,6.900573954994048,medium,electric,62.38842482846622,7.887897263176922,summer,0
1294,Renault,20.0,149474.49429869495,5205.7271675490265,12844.506421305385,,66.69540372110283,medium,hybrid,91.9231603353151,9.006164861641789,all-season,0
498,Hyundai,1.0,105423.48593142828,3363.542685206677,279.4634396903949,69.98243438941684,10.088470697710044,low,diesel,60.843955934479865,6.417042295505353,all-season,0
473,BMW,7.0,208137.2100030917,7067.115871965385,4822.887867509679,100.0,,high,petrol,51.84787465248615,6.183073787048238,summer,0
622,Renault,10.0,171003.31233730385,4947.7483478466165,9957.230630084963,56.19383722199395,11.28458416905552,medium,diesel,51.41381643242278,4.77499746800113,winter,1
1298,Hyundai,3.0,164310.27215048805,6002.459240838976,22174.12091567809,71.3363390841258,123.47964110267128,high,diesel,56.68294741096724,6.625956464040513,all-season,1
1188,Volkswagen,15.0,161215.29650866892,5129.792987053465,27113.358567058654,71.20327153516226,8.003715563585857,medium,petrol,79.5316443742613,7.0848221793092,summer,0
695,Hyundai,0.0,193681.396000824,6692.373607404096,2896.1479529182675,39.2432001788116,3.511741048083053,high,diesel,70.29163130618389,6.117439020770659,all-season,0
1342,BMW,1.0,51105.65816075785,1566.6405737733992,15779.681322468878,63.77812408999853,69.53831320929037,medium,diesel,70.9915370541499,7.778429879592148,winter,0
1449,Ford,14.0,62243.51513974102,2001.384773681682,4489.638160860435,68.6473705808835,7.771173026709061,low,other,71.1808586210274,6.779461639323184,summer,0
1352,Toyota,6.0,85060.41766940369,2674.433272555976,19987.414717057763,74.76077123887723,25.418934673564863,medium,petrol,54.152454475592485,7.252584490462231,all-season,0
639,Volkswagen,7.0,246638.65706012092,8379.429534948094,2502.3533020801774,69.78861321711842,32.156034073576265,high,petrol,59.4722220460496,7.195151566836628,winter,0
1026,Volkswagen,18.0,117634.71172621638,4043.717780050116,4480.429082125474,15.666420038350813,8.495465978245788,medium,petrol,72.16314296199846,8.605545534387662,winter,0
44,BMW,1.0,8550.874632540475,3253.475187376739,8688.904731562434,52.93526878754263,200.78654182442816,low,diesel,81.24379351125616,7.251324230943865,all-season,0
1121,Hyundai,14.0,134045513.62916546,4548.843756226676,2279.313733343763,70.53031753125187,127.04994732996974,medium,petrol,102.24795988979896,5.495074450595515,winter,0
96,Ford,2.0,108344.39851989664,3652.722836561048,34897.747758833204,31.1297208775071,1.2281033343657204,medium,petrol,71.8887212071507,8.240641213862755,all-season,0
616,Volkswagen,2.0,134302.17016916958,4517.824857156966,4006.363577081828,,115.53514003958652,medium,hybrid,55.196036628884194,7.413729428312721,winter,0
389,Volvo,4.0,108179.69141364926,3495.817776024117,14112.677807859887,77.56875050431071,,medium,petrol,62.8867790354902,7.918546103567429,winter,0
615,Volkswagen,6.0,196776.90146128568,6250.600644832238,26542.618234041787,57.966310873678346,2.730194556300667,high,petrol,59.62032308949194,6.425574002463496,summer,0
1477,Renault,7.0,141531.44701004095,5186.753363620643,7032.741192230191,75.38788788876072,2.0294441452870977,medium,petrol,51.61069355124696,5.768873145687254,winter,1
836,Ford,9.0,114717.91937914849,4107.872534293731,14458.21038244395,75.23786617416725,1.4483100754904357,high,petrol,87.75610067869272,7.704551722848143,summer,0
425,Ford,0.0,69029.84704118491,2552.318926037498,6161.0182183499055,78.84787844126254,38.54715472841012,high,petrol,58.13947018941917,5.496168372588335,other,0
21,Volvo,1.0,57214.62827872165,2046.8258741842003,3857.008355230924,62.51770579440335,6.406420498824373,medium,hybrid,92.51524545278926,4.3786840893411085,summer,0
139,Kia,10.0,127180804.963981,4449.237165962738,11057.772506295774,48.39988385396263,10.649008165651503,high,diesel,75.60859671441445,5.633057649355651,winter,0
1200,BMW,11.0,124309.49442260952,4301.154619136306,4004.731934571761,46.40845785771328,26.557242668336723,medium,diesel,51.52063987691372,8.477449578483283,winter,0
1256,Volvo,10.0,99815.14782931462,3263.8844445509803,30909.805643906588,63.55306982727983,34.239310723857066,high,other,54.231191091679214,8.736987626760321,winter,0
364,Volvo,8.0,268340.5224751448,8786.390277613786,1000.1845203136934,76.86183836394774,3.053387070024656,high,diesel,62.94340117604966,9.645717560161067,all-season,1
509,Renault,0.0,111322.89673249968,3390.2606966302387,11141.4207437047,88.5672658876292,106.81726831617628,low,petrol,66.93643217269667,6.595107123936875,winter,0
128,BMW,1.0,93096.0392869975,2921.406478070824,16875.202591341476,92.44819559943886,128.51073699704082,high,diesel,90.4620499919697,,other,0
385,Ford,8.0,184029.37514756448,6336.2739948828375,6847.900175330899,49.85268352652913,90.15745386122713,high,petrol,43.14405692548547,8.465040214834072,summer,1
1454,Volvo,12.0,42514.03351546217,1517.5775718428654,7755.882732454162,76.94838599142899,5.584921211361396,medium,diesel,97.0772634733696,7.393675739664166,all-season,0
656,Toyota,6.0,85945.74545533507,3162.813710766004,7906.368195906502,45.92776010525285,34.50777846398004,low,diesel,54.87167280804856,9.914407610869194,winter,0
1229,Volvo,13.0,66270.24892859087,2346.882688617964,20350.88309734307,58.85808692072256,3.1980494655895964,medium,hybrid,81.02854115331355,6.335694141198343,winter,1
561,Ford,19.0,61428.09696253738,1849.740336993803,23537.817356567568,67.37599937941417,13.692317501210256,medium,petrol,68.76862853622485,9.8212401828151,all-season,0
716,BMW,7.0,103077.1575820545,3995.991955891781,38749.313151334754,69.2801312881859,30.240988725742795,low,,87.24753359232739,8.47258038646984,all-season,0
361,Ford,8.0,146214.42131651807,4995.015327235902,7271.207826706447,62.72010773957207,33.38240513978566,medium,petrol,,6.311243087606691,all-season,1
346,Renault,18.0,91302.7459695169,3227.7664372522786,9807.233849475486,64.11761487310334,10.552762860567526,medium,petrol,82.80058013471911,7.289309797455737,summer,1
222,Toyota,14.0,132398.37515794797,4217.531504738231,11580.076487024016,22.94393999212399,3.721616446390226,low,petrol,73.29250676544721,5.80990969279473,all-season,0
198,Volkswagen,13.0,68222.9755244145,2635.10591278804,4060.435722177853,59.19451616394501,13.172336705551968,medium,petrol,92.4071626163184,4.979950633954681,winter,0
193,Renault,16.0,156886.42612778727,5272.490017280123,26953.344949696344,36.25691565362608,4.333931822771612,medium,petrol,81.52781382865493,6.660542998921873,summer,0
1253,Ford,,105979.10760692076,3408.4789135729734,3586.9346261923765,60.71138803940284,36.90942998386611,medium,,58.47216497282013,,all-season,0
82,Ford,2.0,375221.5371658647,10060.822239976857,13853.915106683056,81.80163158308883,43.58710084083344,high,petrol,75.82180470960309,7.044001643005504,all-season,1
1379,Volkswagen,8.0,33743.54160970608,956.3957882607804,25657.647259496094,100.36356867381312,2.808643946750037,low,diesel,92.35107329401224,4.4897301284200655,,0
100,Kia,4.0,160124.22204406498,5232.759449017041,4503.810584265128,92.4975203900779,23.617684551540428,low,petrol,52.466104151236586,5.640370850050604,summer,1
1136,Volkswagen,3.0,54724.8268913054,1957.7364516210853,3860.0402426805226,67.41285101067935,31.969998263108074,high,hybrid,42.46012491832506,8.600110381233693,winter,0
947,Toyota,20.0,133134.75176145064,4607.153345180061,3419.6579091992385,76.95165878359956,160.21849039721926,medium,petrol,59.34384146855569,2.504369207676381,winter,1
585,Ford,16.0,86597.93826042488,3053.949967323451,3359.3634855557075,11.862373825994805,127.67977606045376,medium,diesel,56.08341488390825,7.017206239944921,all-season,0
1330,Ford,1.0,58179.22833648229,1786.512146140482,5161.705545164652,50.94520862308632,5.255684336318751,low,petrol,71.20046666727366,9.021204143395549,all-season,0
554,Toyota,6.0,88761.90926185674,3060.2580719631896,2119.287617665979,49.87232550038896,16.217747898496565,low,diesel,64.46021755956255,5.902825335813167,summer,0
1140,Renault,14.0,199821.3428637778,6491.72700627916,7627.628205964828,75.0135217243685,6.375986721045843,medium,petrol,76.84270575903072,8.096160569028212,summer,0
69,Volkswagen,6.0,148663.87221092827,4811.34269707852,3076.3711270183626,27.665708121490265,40.43162985724216,low,hybrid,83.4082825412592,6.912247908644595,summer,0
803,Toyota,20.0,143336.98239828413,4563.258624849751,14769.314379519075,48.8351254652835,10.82333196092518,low,petrol,,6.820639279457018,summer,0
855,BMW,6.0,83890.42010017837,3132.325508698654,16080.851769982482,29.1948474018976,9.058283592085775,medium,electric,71.42351633389504,6.018523469424013,all-season,0
1402,BMW,7.0,148381.35261045067,5292.353386928764,5611.5216445554,78.5602502508538,2.0689471799144443,high,diesel,71.21759021320739,6.63209969226451,summer,0
800,Ford,20.0,78991.1144614205,2520.812866641272,29416.472520602667,67.62464054150848,34.16756231549549,low,petrol,75.08637341857992,6.911859410985913,winter,0
442,Hyundai,4.0,275560.9610743582,8967.80811609212,26470.356690120763,76.81127117530755,117.43643210746488,low,diesel,68.61461947452511,3.250754386558857,winter,0
70,Volkswagen,18.0,129452.3785649194,4008.54451417291,353.2809077454375,93.0996422392282,12.96635011928473,low,diesel,78.18814621460476,5.26814988912884,summer,0
4,Volkswagen,17.0,157660.39292706552,5054.557070440218,11991.601378804886,77.07736756252034,5.598672739512331,low,petrol,71.21647234184117,7.149148853211986,all-season,0
549,Volkswagen,19.0,97274.54120468162,3454.5662933111576,2155.525624344802,69.47468976919392,8.766225923808792,high,petrol,78.34102558387085,8.594810920742038,all-season,0
935,Ford,11.0,138741.0132824341,,4570.607229182528,24.614542236004592,120.6407079337439,medium,petrol,70.25184446167549,6.675925974451794,all-season,0
373,Hyundai,19.0,50140.434597452,1483.0857637333163,18902.608834938583,53.96384076627193,,low,petrol,,6.345225712439999,winter,0
979,Ford,8.0,127821.4793299973,4092.654302312289,21368.4243635828,18.80586618724396,27.80754581651472,medium,diesel,75.77630396596574,,winter,0
632,Toyota,8.0,155473.6462692305,5396.6740450648185,1253.1758252663135,70.80442428807791,5.206512549854297,high,petrol,57.712016959306766,7.96609508141932,winter,0
737,BMW,5.0,159542.9546162,-50.0,21837.625504953965,64.77133295283262,4.694951413454882,medium,petrol,65.10855764226224,5.901387965066392,summer,0
1284,Renault,16.0,104776.6434092308,3279.4378690524304,17463.705739023746,100.0,1.460605061948124,medium,petrol,64.48727057251527,9.140366930943246,other,0
41,Ford,20.0,228181.94687287865,7589.900046483573,3406.123881507004,97.24025872236734,13.381376892479844,low,petrol,61.92263248446445,5.7974393897302265,winter,1
911,Toyota,14.0,162138.18307617088,5514.648487621887,30.52040812207345,40.1910609730708,22.610604313685027,medium,diesel,65.39901892705794,8.232472441617078,winter,0
65,Ford,10.0,85217.0847767872,2491.378340338518,23152.792789393025,92.92192934850522,2.7165308611538297,medium,diesel,42.08941179801261,7.618994402287501,summer,0
651,Renault,1.0,162861.37752735315,5411.07979898303,2360.437656203164,55.11915574431015,15.833357480657195,low,petrol,86.21135647955207,8.588259277574405,winter,0
681,Hyundai,10.0,142901.32049158553,4386.934687973021,15049.3825536378,78.97101028718504,,medium,petrol,69.902481148937,7.394556868122757,winter,0
882,Volkswagen,15.0,110658.71242186724,3524.264919733814,1519.1573822576586,56.050844749282064,12.066157525354788,medium,petrol,123.76270736389684,5.364216892515815,winter,0
718,other,11.0,300538000.4108261,9725.599235906124,27459.992098764604,68.00954531522103,7.859892890221469,high,diesel,65.77493454340376,6.472407454364571,winter,0
835,Volkswagen,7.0,71712.87516296691,2707.25362372709,2569.1165130012178,31.962238974128024,13.702472978578582,low,petrol,69.5594220940351,5.490976006893683,all-season,0
685,Volkswagen,6.0,247326.34174881317,8371.438053834152,1749.5173651166592,78.70281671226563,29.06604560344162,medium,hybrid,79.62891008676884,6.886828827046669,summer,0
98,Volkswagen,15.0,59511764.69866159,2065.3601756937765,2283.2820477792984,47.834134225090736,12.633596244713097,high,diesel,87.16224652492178,10.16500010722134,winter,0
1211,Ford,3.0,158362.5702488706,5338.351656360717,29499.10639017847,54.18723559139193,86.83616258394827,low,electric,74.81583101027182,7.346316422464628,winter,0
1038,Ford,6.0,236148.72382532293,7969.636345990601,26852.05387320411,65.46585458268183,16.131475672668383,medium,petrol,60.90827440794392,7.075171562947484,other,0
1487,Renault,0.0,491.6923838241864,4185.350549931474,709.0928239540134,59.08319989716066,9.669914610776,high,petrol,61.76955072643973,6.725172875269494,summer,0
46,,9.0,166521.4179986047,5649.0113081745885,,66.83678746357717,14.15882166442321,medium,hybrid,94.16935199225934,4.755078936638746,winter,0
841,Kia,12.0,44519.26261917866,1366.059558210539,3704.481852347871,42.706543591839576,88.45104135800075,medium,petrol,70.7799822236943,7.0417096819077445,winter,0
170,Volkswagen,9.0,193234.53089442,6278.643904558889,1263.249748707504,52.32769175386856,11.166494852197054,,petrol,45.928047411605625,7.271977177590561,summer,0
79,BMW,9.0,371800.2344824637,10298.582127622774,19002.21821156428,93.72186993163974,50.17049999582557,high,petrol,86.19136493732772,9.136809106378596,summer,0
999,Ford,10.0,100371.62880653088,3219.7646674073817,7558.9706696987505,55.15254278734405,21.26813153455598,medium,petrol,68.26882999566297,6.666937869049992,summer,1
132,Ford,4.0,92566.58019348772,3004.5042053121665,2197.044063799595,53.873318493725705,10.195779692671598,medium,diesel,52.39818366618515,7.008656516332914,all-season,0
1104,Volvo,13.0,66618.71687529226,2217.807531600793,2292.860898497341,71.88683650854726,44.871525189110905,low,hybrid,58.62119157770263,5.108049629691687,all-season,0
0,Toyota,8.0,40853.14126874324,1518.421663368021,1357.7566871780211,83.99885744270092,2.0994047946277927,medium,hybrid,74.25999873692993,6.558298943259221,summer,0
1199,Volvo,18.0,127368.57103441205,4376.090532170478,1708.49748023115,81.1256984277679,1.3856160992976854,high,petrol,72.46333493107262,5.158849679260177,other,1
692,Volkswagen,5.0,27082.547402414937,973.1757397879268,786.8886663958358,65.907378871856,5.297064872415824,medium,electric,124.83357991560784,7.045490068188362,winter,0
528,Volkswagen,7.0,75757.56018443253,2011.449217402938,12535.270689392592,69.90174981754753,29.88759795348275,high,diesel,43.58507273939086,5.299806226783873,winter,1
1319,Volkswagen,17.0,112207.25020767504,4041.643960280997,7933.698261337432,90.94070793588736,144.1923465755154,high,diesel,63.85337801213254,8.980594618335937,winter,0
309,Hyundai,4.0,72851.07214820862,2173.8991556444557,142.25248711439338,69.3604567910539,10.519628215721276,low,diesel,72.3635866117869,6.71976213828655,winter,0
1475,BMW,7.0,79080.67649273174,2637.7025669072927,27086.729189806887,69.18781727607353,30.209646424023987,medium,petrol,71.75594519099548,5.817533591902276,winter,0
863,Volvo,3.0,159188.96678005034,5026.274542162871,15990.671216563149,66.33303337118866,9.650339591813369,low,diesel,68.24468967176998,6.202735182238052,summer,0
1082,Hyundai,3.0,108486.61268631784,3611.303017354944,14435.523617031104,44.54076398528452,114.87622142460856,low,diesel,36.573516934313695,7.934256692424625,summer,0
372,Toyota,8.0,92570.87760212408,3188.982273378725,9780.166248214107,66.46506423039725,46.152762791332805,medium,petrol,63.254446920548496,5.701832275728285,summer,0
1254,Toyota,2.0,84679.43376099199,3080.004832882386,6501.909888978854,57.3661115134684,111.9826224345507,high,petrol,78.81711552340522,8.05868876147317,winter,0
1329,Hyundai,5.0,93393.89310082328,3308.091665285585,4769.659571658833,64.25850490513666,1.6648036539644189,low,electric,49.023658982558295,6.455470968482324,all-season,0
112,Toyota,7.0,66777.24757951789,2606.691628645778,4634.21860961144,81.02009798114125,41.7484255882954,high,petrol,71.13131204860576,8.022503172431543,summer,0
717,Hyundai,12.0,11248.998075268504,4472.973843495187,11404.891334918955,43.10951593574636,9.948030072184288,medium,diesel,53.95597158663416,8.379952871225747,summer,0
927,Renault,12.0,193822.6504429601,6408.156279155716,3745.495898673409,25.41638557598297,3.8808685504863543,low,petrol,92.01674397939972,5.24657722338691,all-season,0
910,Ford,12.0,134664.78532074674,4382.87132118788,227.67570205081256,64.57855403386529,190.0617084525222,high,petrol,92.5215464496042,7.018507900801713,all-season,1
265,Toyota,2.0,124790.84890683116,4375.798166944954,13722.683469934214,76.1825599873395,13.40918188568883,low,diesel,68.94087754708734,8.080263248874132,summer,0
877,BMW,16.0,73526.98858904834,2535.263419694185,2106.840545742868,61.14027392065398,41.756015651709376,medium,diesel,80.24375815667847,7.205165055640098,winter,0
64,Kia,5.0,99514.06682530433,3548.397734140926,31376.34190486655,82.45661028589649,29.273876355325456,low,hybrid,86.50168982728445,6.321937434044114,summer,0
302,Toyota,14.0,247668.5144666196,8303.839067692044,12452.574107048078,73.4885781313591,9.151737616592715,medium,petrol,83.17844730541925,7.832970062529638,winter,0
141,Toyota,20.0,92928.9268369434,3450.5109471157352,28116.11373714169,84.86813120939404,166.43973298142643,low,petrol,84.92612942351593,6.035152649311211,summer,0
1482,Toyota,1.0,303334.72627721843,,6075.849299696771,35.39516600331491,7.956336165842335,low,petrol,46.60300350282712,5.210874795398538,winter,0
1257,other,2.0,340604.00048554066,9724.894730208176,14652.817769193858,29.850782809447143,33.12804191015454,low,petrol,56.77598923838684,6.286219509225879,winter,0
252,,1.0,100378.84914974468,3270.479271206963,2557.801282425577,34.42349375934376,53.66318236763786,medium,diesel,71.6451423913316,7.93570146519352,winter,0
1424,Toyota,5.0,27615.481760758703,1024.7312163269248,8827.052666865628,81.03859141654503,7.375154127518532,medium,hybrid,78.35132049653143,7.304182584298617,summer,0
201,BMW,6.0,100083.99971029173,2938.728718733996,,53.9570138897387,53.34614359595975,medium,hybrid,46.85463363466978,8.075250628330476,summer,0
246,Volvo,3.0,94900.54418217638,3288.6448513252494,2860.578436824409,62.33881558089596,156.02324880714863,high,diesel,63.32344229505672,6.966449771016584,summer,0
1466,Toyota,15.0,161095.36576632297,5395.369315385578,12029.252320480882,23.89493250406525,94.64534787093464,medium,hybrid,57.03302093925333,8.023399309371106,winter,0
42,Ford,13.0,53866.3842119518,1926.2970845762209,12887.59835295446,47.849375164340586,12.871621613701624,low,petrol,76.28524467575433,8.121023153505538,summer,1
1139,Renault,6.0,45242.73859082258,1674.3302349443015,14321.103275063031,35.96347393605527,38.21543067133769,other,petrol,72.3090919139154,6.624076707894317,all-season,0
975,Ford,10.0,343359.97577854054,9842.645634375383,151.87974868176516,76.19262271206064,4.728338579255065,,petrol,43.45474065413575,6.192874154105561,winter,0
1029,Toyota,14.0,77882.57973298119,2493.1235341052607,28153.814690961444,36.360722451528254,12.507824740369808,high,petrol,78.7227029705589,7.734957999887642,summer,1
744,Hyundai,5.0,61125.42646494819,1884.5629566502705,9746.493943756332,100.0,37.22981906014977,low,petrol,71.28149323244526,7.814782062062567,summer,0
1280,Toyota,3.0,106998.34699117814,3368.582087786323,6809.005176919218,23.27463358331667,9.866083772047649,medium,electric,86.59911170058479,8.356360851701636,summer,1
419,Volkswagen,2.0,90805.18689707656,2866.869310925517,26212.70770757485,66.37886406837862,5.309026234229544,low,petrol,77.03151397908204,9.76773210802409,summer,0
720,BMW,11.0,157585.64846790457,5466.968777832384,12820.037004619464,94.05822486779992,178.59822292736794,medium,petrol,100.03883959801658,8.705153082830625,winter,0
464,Ford,15.0,157856.14524686316,5544.503454725462,12503.664987366825,55.81157698832055,35.735338046469614,medium,petrol,87.45341752651804,5.548034807277695,summer,0
915,Volvo,19.0,202019.0657066833,6688.879259417327,40566.81503545344,82.14568929266568,137.14222858200165,low,electric,71.94246500337307,7.666410166521705,summer,0
776,Volvo,0.0,148603.27572532915,4879.509249363953,19812.94321485505,67.11102932216774,6.382641966357842,high,petrol,68.0119494788915,9.048276612414426,summer,1
1192,Volkswagen,9.0,126664.27184332276,4240.8821627566085,1324.3368752855222,55.01707364259432,45.046368406658864,high,diesel,,5.98771396412963,summer,0
1135,Renault,19.0,214496.43041065737,6605.94739315819,236.81306384333888,88.54648514687852,31.52325032233731,high,diesel,87.56571674837654,6.424589154619973,winter,0
543,Volkswagen,8.0,211673.1465556949,6845.480648315732,2128.013524091548,,17.46749925428728,low,petrol,74.68350933726774,7.480497922892288,summer,0
299,Hyundai,7.0,159047.54041035438,5110.969091964445,5397.413036558099,74.18777645006882,26.71150951817052,medium,petrol,57.85559941899615,8.049658579858988,summer,0
922,Hyundai,0.0,96560.532625119,3224.933203403298,2585.4328664023715,57.08171511788407,99.20575529402912,high,petrol,61.67826260305922,6.137249919810701,all-season,0
1070,Hyundai,2.0,89331163.51314314,3223.3285470316264,818.1143891928185,93.3506890519476,16.78004035121317,low,diesel,84.87547145469219,6.274113197555014,summer,0
1062,Toyota,17.0,83386.15910423352,3177.2807909448725,2240.3974444934943,25.40834080404881,2.7563136564198727,high,diesel,66.70489675114237,7.019147082999242,winter,0
111,Toyota,5.0,262162.9114308153,8685.27723841097,2751.2575415749884,55.64360818459502,12.913144175326927,low,diesel,61.59639732857925,6.786459992552954,summer,0
930,Volvo,0.0,133245.76137117587,4421.730808009266,2754.694296100184,39.86870038928319,18.3700635464308,medium,petrol,62.60145480272777,7.125661186045465,other,0
525,Ford,14.0,165504.22598716593,6046.803715030556,1808.8840965263964,54.1005000247408,105.77036506306776,medium,petrol,88.79365209685822,10.008173347807237,summer,0
240,Ford,20.0,190301673.23515543,6325.256409739702,7644.1032852599055,74.40803300675576,60.20512834809018,medium,hybrid,77.47118903796247,5.371543291452438,summer,1
1123,Kia,12.0,305178.1694719552,10156.489215737623,5052.046945715004,65.87784072254438,2.54416693325494,medium,petrol,58.14454273125875,5.429718010910028,summer,0
238,Toyota,4.0,110560.18642623429,3475.711383392038,3615.3688781938586,58.38173083220099,24.678190809841183,medium,diesel,69.11448378150622,4.8925373657276126,all-season,0
345,BMW,7.0,79982.70445362123,2869.3150332034024,3875.65120630847,50.73573030418223,12.935009734916186,high,diesel,65.75657582146216,6.825347928689212,winter,0
1007,Hyundai,20.0,-182.90415713947397,7349.003041287062,253.81438987876663,41.2354150544061,2.621796160979599,low,petrol,67.19458908659823,6.9699446171318895,winter,0
568,,12.0,164.53089409550586,4582.300313653344,488.9074300328615,30.00846144616224,7.143277058295809,medium,petrol,56.5613967427706,7.678672913804751,all-season,0
416,Hyundai,11.0,78331.6507960918,2800.405487360238,10214.63970882142,56.28816097840352,27.96355312978457,high,hybrid,45.57663114637753,6.174282267990953,winter,0
1227,Renault,6.0,120302.25734104383,3757.139088457949,3856.641672818989,97.34236591342436,2.2669921993689446,medium,diesel,81.25158534472799,10.060455948356466,all-season,0
186,Ford,20.0,155812.78677302442,5727.279533161362,3645.06675995303,57.44591887330457,8.688357340775475,low,diesel,48.87672457640358,8.036716161612512,winter,0
604,Volvo,3.0,86027.42671886513,3040.879257213622,2900.377107445808,63.03993879055478,15.212655338456134,medium,petrol,64.09499139649678,8.37134491223235,winter,0
530,Renault,12.0,114491.10585377469,3642.318622040732,4513.01678206628,97.23551797124694,9.035714508549804,medium,diesel,90.78378869921592,5.6665085217558975,summer,0
787,Volvo,9.0,141821.95247005604,4756.291660235585,715.7958949072945,100.0,5.910154425693947,low,electric,52.72281468637219,9.604266173334954,winter,0
133,Toyota,8.0,,5483.471659653294,12162.47600963264,59.25717552680876,11.723648342110168,low,diesel,48.350785494631815,4.490839643778124,winter,0
57,Hyundai,4.0,117269.9663104535,3915.908027924839,3714.876347643114,85.24504369525326,12.349379778233178,medium,,56.54427541389699,6.671197729004508,winter,0
453,Toyota,3.0,280805.0310386886,9255.674847928496,10040.244397026425,100.0,12.371929868063784,low,petrol,61.5457935654301,9.474076326296943,winter,1
1028,Ford,8.0,106364.16533990498,3382.289211006684,3042.88090177311,47.7087173256896,38.65728760181759,low,hybrid,93.31395579693104,7.900494565238494,summer,0
710,Volkswagen,7.0,127657.61367882264,4391.792141139396,6563.946293947843,55.73259789811497,8.000249303825004,low,petrol,39.03585440333579,6.92800360648778,winter,0
352,Volkswagen,13.0,97516.94880216048,3114.388294897411,4539.804453981242,53.20743310589714,39.19931938658304,high,diesel,77.76799087085648,7.225541250696871,winter,0
171,BMW,10.0,114474.08590619505,3679.847618593909,9005.406936952715,48.28953112284829,99.93860330709994,low,petrol,62.83671032742665,8.607369490999684,all-season,0
1184,Ford,20.0,72412.8137186442,2219.14671428968,6427.38430575514,62.67992953043241,17.058539164780925,medium,hybrid,75.98719441792208,5.832387614895225,winter,0
536,Volkswagen,3.0,188186.8241465097,6134.339011376833,6530.881351007544,,12.880249103264967,low,hybrid,68.686872131357,6.616660357981322,all-season,0
1137,Volkswagen,,127230.90666359564,3849.9071052837294,38654.11840603033,73.42365348196101,13.648814602871118,low,hybrid,76.3275018586454,5.0559589572765775,summer,0
428,Hyundai,6.0,65107.438003077325,2150.094577464634,13562.870082399775,78.55476027928658,11.902803810293843,low,diesel,59.01042281925792,9.100532588754415,summer,0
192,other,3.0,952591.0,3236.23518206424,7478.294316856038,48.77804624352176,30.25937223432256,medium,petrol,44.99041755261147,7.87976302714234,winter,0
705,Hyundai,6.0,92364.4904767918,2953.9987179623145,4791.454346392604,56.29536181363751,30.987825508486694,medium,petrol,68.99366876448494,7.572280746510321,summer,0
435,Volkswagen,12.0,494730.3358739562,9811.228520085706,7670.036578567999,39.16438882540938,183.09711818663897,medium,hybrid,89.36434392449004,7.501742826982164,other,0
300,Kia,13.0,92447.14222646416,2974.81667446076,2008.663383888918,71.91217062443688,7.583115221019396,high,petrol,72.03542415079397,4.051981693551574,winter,1
185,BMW,16.0,185064.4886721952,6452.620394408397,3163.781288106117,32.301734419463955,1.1640692316962993,medium,petrol,39.72407065335963,8.045049502893086,summer,0
594,Hyundai,17.0,229344.31020912636,7574.411078717933,11420.072842843909,48.45921378723958,77.89205139716722,low,petrol,64.88134742408403,6.768911680631914,all-season,0
1002,Renault,11.0,75264.35924334895,2374.1873151421823,4682.627624003171,29.95727021638424,1.8448698465463116,low,petrol,58.91387807558881,5.083506929769332,all-season,0
1173,Ford,0.0,76841.5664953338,2286.044201802815,8500.65404309084,27.507594776329515,3.855642038108984,medium,petrol,73.35588162943252,7.81125810723674,summer,0
1282,Toyota,13.0,74734.37789229765,2535.560615350212,9316.875146451648,43.846871581182455,4.889587979349093,low,petrol,51.29214406712254,8.29478243266252,summer,0
1044,Hyundai,17.0,129521.3117060257,4524.175432156403,8543.688454173072,60.22218135240292,6.256616148478855,medium,diesel,67.49918217427766,7.093384300150415,all-season,0
831,Volkswagen,10.0,108900.84294074617,3925.339077535492,15646.862613056095,31.203291958206695,4.814016626707689,low,diesel,58.395397151669705,8.723526874027046,summer,0
418,Kia,9.0,243922.56788889805,8036.454226952295,11967.16620186319,98.55860387465664,14.90014666917806,low,petrol,90.97869011686733,8.055129797280067,winter,0
918,Volvo,16.0,277031.7105709136,9060.650021024856,9026.676691884257,63.45259985739949,9.797804934047669,low,petrol,76.07905586190856,8.456486064794484,winter,0
1147,Renault,7.0,99274.59484522918,3484.7189811375333,3607.776291986768,61.636494308267466,118.46459769621214,medium,petrol,80.20019966067805,6.290510879438413,summer,0
550,Renault,6.0,316101.7645675837,10198.611188876404,19012.58442293477,51.73310090542255,96.66838090453268,high,electric,75.54434616953408,9.607224634617218,winter,1
1333,Toyota,15.0,125874.69924348674,3849.214862886779,11135.43293197924,29.40666062651705,1.9586544719400116,medium,diesel,63.29817643470104,,all-season,0
529,Ford,20.0,109479.89989865708,3603.903080821826,7416.611349493194,45.35096798784958,9.256346190825214,low,diesel,,4.097862410818415,all-season,0
843,Volvo,6.0,148340.94341673708,4814.746544552128,31083.6316552635,58.26229500667087,27.054434554151293,high,diesel,74.58153194947482,5.742909749098502,all-season,0
